,ID,Model,ModelParameters,TransformationParameters,Ensemble,Runs,smape,mae,rmse,containment,spl,contour,smape_weighted,mae_weighted,rmse_weighted,containment_weighted,contour_weighted,spl_weighted,TotalRuntimeSeconds,Score
83,c5c435011f673075c733b8a06d7a19ab,ZeroesNaive,{},"{""fillna"": ""rolling_mean"", ""transformations"": {""0"": ""DifferencedTransformer"", ""1"": ""DifferencedTransformer"", ""2"": ""bkfilter"", ""3"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {}, ""2"": {}, ""3"": {""output_distribution"": ""normal"", ""n_quantiles"": 1000}}}",0,1,196.12938064152834,4119.441246743065,4119.470567297048,0.0,177.62635840147553,1.0,196.12938064152834,4119.441246743065,4119.470567297048,0.0,1.0,177.62635840147553,1,2178.4490397052223
84,c7d6966b5412444e8a758be0b340d119,ZeroesNaive,{},"{""fillna"": ""rolling_mean"", ""transformations"": {""0"": ""PowerTransformer"", ""1"": ""QuantileTransformer"", ""2"": ""Detrend"", ""3"": ""Slice""}, ""transformation_params"": {""0"": {}, ""1"": {""output_distribution"": ""uniform"", ""n_quantiles"": 1000}, ""2"": {""model"": ""Linear""}, ""3"": {""method"": 100}}}",0,1,28.364685007994435,1033.523102665399,1033.826357424986,0.0,44.56452563691567,1.0,28.364685007994435,1033.523102665399,1033.826357424986,0.0,1.0,44.56452563691567,1,361.135114451224
85,c7d9c03955bf8abda2dd3918cd38ba94,LastValueNaive,{},"{""fillna"": ""rolling_mean"", ""transformations"": {""0"": ""bkfilter"", ""1"": ""PowerTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {}}}",0,1,0.8264852655030622,34.3215613843704,41.078835567522525,1.0,274.27310176788427,0.0,0.8264852655030622,34.3215613843704,41.078835567522525,1.0,0.0,274.27310176788427,1,252.76131225971793
86,c9f08998649dcbffef2196459472ba5a,AverageValueNaive,"{""method"": ""Mean""}","{""fillna"": ""median"", ""transformations"": {""0"": ""RollingMeanTransformer"", ""1"": ""QuantileTransformer"", ""2"": ""MinMaxScaler""}, ""transformation_params"": {""0"": {""fixed"": true, ""window"": 3}, ""1"": {""output_distribution"": ""uniform"", ""n_quantiles"": 1000}, ""2"": {}}}",0,1,190.63675708141616,4060.471018463932,4060.5533607128036,0.0,123.86212191009511,0.0,190.63675708141616,4060.471018463932,4060.5533607128036,0.0,0.0,123.86212191009511,1,2078.01948522572
87,ca2be831795a82990ad2f7b86845fd50,LastValueNaive,{},"{""fillna"": ""mean"", ""transformations"": {""0"": ""PositiveShift"", ""1"": ""bkfilter""}, ""transformation_params"": {""0"": {}, ""1"": {}}}",0,1,0.8264852655030479,34.321561384369794,41.07883556752111,1.0,4.912632011450121,0.0,0.8264852655030479,34.321561384369794,41.07883556752111,1.0,0.0,4.912632011450121,1,14.229850514629774
88,ca7735bd5b195bb80b5dfc8548187313,GLS,{},"{""fillna"": ""zero"", ""transformations"": {""0"": ""RollingMeanTransformer"", ""1"": ""DifferencedTransformer"", ""2"": ""Detrend"", ""3"": ""SeasonalDifference"", ""4"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {""fixed"": true, ""window"": 3}, ""1"": {}, ""2"": {""model"": ""Linear""}, ""3"": {""lag_1"": 12, ""method"": ""Mean""}, ""4"": {}}}",0,1,195.18616691156558,4109.38379811498,4109.405375418852,0.0,155.51873980426464,1.0,195.18616691156558,4109.38379811498,4109.405375418852,0.0,1.0,155.51873980426464,1,2149.805535321726
89,cbc7142a47f99d60e3d16c8255614967,AverageValueNaive,"{""method"": ""Mean""}","{""fillna"": ""rolling_mean"", ""transformations"": {""0"": ""RollingMeanTransformer"", ""1"": ""QuantileTransformer"", ""2"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {""fixed"": true, ""window"": 3}, ""1"": {""output_distribution"": ""uniform"", ""n_quantiles"": 1000}, ""2"": {}}}",0,1,0.7899467813828855,32.81222873263899,37.668594345838386,0.3333333333333333,3.3980550106669662,0.0,0.7899467813828855,32.81222873263899,37.668594345838386,0.3333333333333333,0.0,3.3980550106669662,1,12.399078342338207
90,d099a26b5dbbe5a9709a33a59fdcbee4,AverageValueNaive,"{""method"": ""Mean""}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""PowerTransformer"", ""2"": ""QuantileTransformer"", ""3"": ""QuantileTransformer"", ""4"": ""ClipOutliers""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 2, ""fillna"": null}, ""1"": {}, ""2"": {""output_distribution"": ""uniform"", ""n_quantiles"": 20}, ""3"": {""output_distribution"": ""uniform"", ""n_quantiles"": 100}, ""4"": {""method"": ""clip"", ""std_threshold"": 2, ""fillna"": null}}}",0,1,190.61804377022034,4060.2669472957546,4060.3492936831067,0.0,122.41902963711742,0.0,190.61804377022034,4060.2669472957546,4060.3492936831067,0.0,0.0,122.41902963711742,1,2076.561387803725
91,d4789bc40c4bff3bddcc67002b09f11c,AverageValueNaive,"{""method"": ""Mean""}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""RollingMeanTransformer"", ""1"": ""QuantileTransformer"", ""2"": ""Detrend"", ""3"": ""PositiveShift"", ""4"": ""QuantileTransformer"", ""5"": ""StandardScaler""}, ""transformation_params"": {""0"": {""fixed"": true, ""window"": 3}, ""1"": {""output_distribution"": ""uniform"", ""n_quantiles"": 1000}, ""2"": {""model"": ""Linear""}, ""3"": {}, ""4"": {""output_distribution"": ""uniform"", ""n_quantiles"": 1000}, ""5"": {}}}",0,1,44.4556595493309,1513.1683986425712,1513.3831483755216,0.3333333333333333,13.13429087759734,1.0,44.4556595493309,1513.1683986425712,1513.3831483755216,0.3333333333333333,1.0,13.13429087759734,1,508.6209882801646
92,d73b14c5ef389b58eff0174f87215c9e,AverageValueNaive,"{""method"": ""Median""}","{""fillna"": ""rolling_mean"", ""transformations"": {""0"": ""DifferencedTransformer"", ""1"": ""RollingMeanTransformer"", ""2"": ""DifferencedTransformer"", ""3"": ""ClipOutliers""}, ""transformation_params"": {""0"": {}, ""1"": {""fixed"": true, ""window"": 12}, ""2"": {}, ""3"": {""method"": ""clip"", ""std_threshold"": 4, ""fillna"": null}}}",0,1,196.03373214153655,4118.423448951157,4118.451807263928,0.0,177.52074413698045,1.0,196.03373214153655,4118.423448951157,4118.451807263928,0.0,1.0,177.52074413698045,1,2177.436275719714
